-84.0,-162.5,19
-84.0,-157.5,19
-84.0,-152.5,19
-84.0,-147.5,19
-84.0,-142.5,19
-84.0,-137.5,19
-84.0,-132.5,19
-84.0,-127.5,19
-84.0,-122.5,19
-84.0,-117.5,19
-84.0,-112.5,19
-84.0,-107.5,19
-84.0,-102.5,19
-84.0,-97.5,19
-84.0,-92.5,19
-84.0,-87.5,19
-84.0,-82.5,19
-84.0,-77.5,19
-84.0,-72.5,19
-84.0,-67.5,19
-84.0,-62.5,19
-84.0,-57.5,19
-84.0,-52.5,19
-84.0,-47.5,19
-84.0,-42.5,19
-84.0,-37.5,19
-84.0,-32.5,19
-84.0,-27.5,19
-84.0,-22.5,19
-84.0,-17.5,19
-84.0,-12.5,19
-84.0,-7.5,19
-84.0,-2.5,19
-84.0,2.5,19
-84.0,7.5,19
-84.0,12.5,19
-84.0,17.5,19
-84.0,22.5,19
-84.0,27.5,19
-84.0,32.5,19
-84.0,37.5,19
-84.0,42.5,19
-84.0,47.5,19
-84.0,52.5,19
-84.0,57.5,19
-84.0,62.5,19
-84.0,67.5,19
-84.0,72.5,19
-84.0,77.5,19
-84.0,82.5,19
-84.0,87.5,19
-84.0,92.5,19
-84.0,97.5,19
-84.0,102.5,19
-84.0,107.5,19
-84.0,112.5,19
-84.0,117.5,19
-84.0,122.5,19
-84.0,127.5,19
-84.0,132.5,19
-84.0,137.5,19
-84.0,142.5,19
-84.0,147.5,19
-84.0,152.5,19
-84.0,157.5,19
-84.0,162.5,19
-84.0,167.5,19
-84.0,172.5,19
-82.0,-152.5,19
-82.0,-147.5,19
-82.0,-142.5,19
-82.0,-137.5,19
-82.0,-132.5,19
-82.0,-127.5,19
-82.0,-122.5,19
-82.0,-117.5,19
-82.0,-112.5,19
-82.0,-107.5,19
-82.0,-102.5,19
-82.0,-97.5,19
-82.0,-92.5,19
-82.0,-87.5,19
-82.0,-82.5,19
-82.0,-77.5,19
-82.0,-72.5,19
-82.0,-67.5,19
-82.0,-47.5,19
-82.0,-42.5,19
-82.0,-37.5,19
-82.0,-32.5,19
-82.0,-27.5,19
-82.0,-22.5,19
-82.0,-17.5,19
-82.0,-12.5,19
-82.0,-7.5,19
-82.0,-2.5,19
-82.0,2.5,19
-82.0,7.5,19
-82.0,12.5,19
-82.0,17.5,19
-82.0,22.5,19
-82.0,27.5,19
-82.0,32.5,19
-82.0,37.5,19
-82.0,42.5,19
-82.0,47.5,19
-82.0,52.5,19
-82.0,57.5,19
-82.0,62.5,19
-82.0,67.5,19
-82.0,72.5,19
-82.0,77.5,19
-82.0,82.5,19
-82.0,87.5,19
-82.0,92.5,19
-82.0,97.5,19
-82.0,102.5,19
-82.0,107.5,19
-82.0,112.5,19
-82.0,117.5,19
-82.0,122.5,19
-82.0,127.5,19
-82.0,132.5,19
-82.0,137.5,19
-82.0,142.5,19
-82.0,147.5,19
-82.0,152.5,19
-82.0,157.5,19
-82.0,162.5,19
-80.0,-152.5,19
-80.0,-142.5,19
-80.0,-137.5,19
-80.0,-132.5,19
-80.0,-127.5,19
-80.0,-122.5,19
-80.0,-117.5,19
-80.0,-112.5,19
-80.0,-107.5,19
-80.0,-102.5,19
-80.0,-97.5,19
-80.0,-92.5,19
-80.0,-87.5,19
-80.0,-82.5,19
-80.0,-77.5,19
-80.0,-47.5,19
-80.0,-22.5,19
-80.0,-17.5,19
-80.0,-12.5,19
-80.0,-7.5,19
-80.0,-2.5,19
-80.0,2.5,19
-80.0,7.5,19
-80.0,12.5,19
-80.0,17.5,19
-80.0,22.5,19
-80.0,27.5,19
-80.0,32.5,19
-80.0,37.5,19
-80.0,42.5,19
-80.0,47.5,19
-80.0,52.5,19
-80.0,57.5,19
-80.0,62.5,19
-80.0,67.5,19
-80.0,72.5,19
-80.0,77.5,19
-80.0,82.5,19
-80.0,87.5,19
-80.0,92.5,19
-80.0,97.5,19
-80.0,102.5,19
-80.0,107.5,19
-80.0,112.5,19
-80.0,117.5,19
-80.0,122.5,19
-80.0,127.5,19
-80.0,132.5,19
-80.0,137.5,19
-80.0,142.5,19
-80.0,147.5,19
-80.0,152.5,19
-80.0,157.5,19
-78.0,-157.5,19
-78.0,-152.5,19.0
-78.0,-147.5,19.0
-78.0,-142.5,19
-78.0,-137.5,19
-78.0,-77.5,19
-78.0,-72.5,19
-78.0,-67.5,19
-78.0,-62.5,19
-78.0,-57.5,19
-78.0,-52.5,19
-78.0,-47.5,19
-78.0,-32.5,19
-78.0,-27.5,19
-78.0,-22.5,19
-78.0,-17.5,19
-78.0,-12.5,19
-78.0,-7.5,19
-78.0,-2.5,19
-78.0,2.5,19
-78.0,7.5,19
-78.0,12.5,19
-78.0,17.5,19
-78.0,22.5,19
-78.0,27.5,19
-78.0,32.5,19
-78.0,37.5,19
-78.0,42.5,19
-78.0,47.5,19
-78.0,52.5,19
-78.0,57.5,19
-78.0,62.5,19
-78.0,67.5,19
-78.0,72.5,19
-78.0,77.5,19
-78.0,82.5,19
-78.0,87.5,19
-78.0,92.5,19
-78.0,97.5,19
-78.0,102.5,19
-78.0,107.5,19
-78.0,112.5,19
-78.0,117.5,19
-78.0,122.5,19
-78.0,127.5,19
-78.0,132.5,19
-78.0,137.5,19
-78.0,142.5,19
-78.0,147.5,19
-78.0,152.5,19
-78.0,157.5,19
-78.0,162.5,19
-78.0,167.5,19.0
-76.0,-147.5,19.0
-76.0,-142.5,19.0
-76.0,-137.5,19
-76.0,-132.5,19
-76.0,-127.5,19
-76.0,-82.5,19
-76.0,-77.5,19
-76.0,-72.5,19
-76.0,-67.5,19
-76.0,-22.5,19
-76.0,-17.5,19
-76.0,-12.5,19
-76.0,-7.5,19
-76.0,-2.5,19
-76.0,2.5,19
-76.0,7.5,19
-76.0,12.5,19
-76.0,17.5,19
-76.0,22.5,19
-76.0,27.5,19
-76.0,32.5,19
-76.0,37.5,19
-76.0,42.5,19
-76.0,47.5,19
-76.0,52.5,19
-76.0,57.5,19
-76.0,62.5,19
-76.0,67.5,19
-76.0,72.5,19
-76.0,77.5,19
-76.0,82.5,19
-76.0,87.5,19
-76.0,92.5,19
-76.0,97.5,19
-76.0,102.5,19
-76.0,107.5,19
-76.0,112.5,19
-76.0,117.5,19
-76.0,122.5,19
-76.0,127.5,19
-76.0,132.5,19
-76.0,137.5,19
-76.0,142.5,19
-76.0,147.5,19
-76.0,152.5,19
-76.0,157.5,19
-76.0,162.5,19.0
-76.0,167.5,19.0
-74.0,-132.5,19.0
-74.0,-127.5,19.0
-74.0,-122.5,19.0
-74.0,-117.5,19.0
-74.0,-102.5,19.0
-74.0,-97.5,19
-74.0,-92.5,19
-74.0,-87.5,19
-74.0,-82.5,19
-74.0,-77.5,19.0
-74.0,-72.5,19.0
-74.0,-67.5,19
-74.0,-62.5,19
-74.0,-42.5,19
-74.0,-37.5,19
-74.0,-32.5,19
-74.0,-27.5,19
-74.0,-22.5,19.0
-74.0,-12.5,19
-74.0,-7.5,19
-74.0,-2.5,19
-74.0,2.5,19
-74.0,7.5,19
-74.0,12.5,19
-74.0,17.5,19
-74.0,22.5,19
-74.0,27.5,19
-74.0,32.5,19
-74.0,37.5,19
-74.0,42.5,19
-74.0,47.5,19
-74.0,52.5,19
-74.0,57.5,19
-74.0,62.5,19
-74.0,67.5,19
-74.0,72.5,19
-74.0,77.5,19
-74.0,82.5,19
-74.0,87.5,19
-74.0,92.5,19
-74.0,97.5,19
-74.0,102.5,19
-74.0,107.5,19
-74.0,112.5,19
-74.0,117.5,19
-74.0,122.5,19
-74.0,127.5,19
-74.0,132.5,19
-74.0,137.5,19
-74.0,142.5,19
-74.0,147.5,19
-74.0,152.5,19
-74.0,157.5,19
-74.0,162.5,19
-74.0,167.5,19.0
-72.0,-102.5,19.0
-72.0,-97.5,19.0
-72.0,-92.5,19.0
-72.0,-77.5,19.0
-72.0,-72.5,19.0
-72.0,-67.5,19.0
-72.0,-62.5,19.0
-72.0,-17.5,19.0
-72.0,-12.5,19.0
-72.0,-7.5,19
-72.0,-2.5,19.0
-72.0,2.5,19
-72.0,7.5,19
-72.0,12.5,19
-72.0,17.5,19
-72.0,22.5,19
-72.0,27.5,19
-72.0,32.5,19
-72.0,37.5,19
-72.0,42.5,19
-72.0,47.5,19
-72.0,52.5,19
-72.0,57.5,19
-72.0,62.5,19
-72.0,67.5,19
-72.0,72.5,19
-72.0,77.5,19
-72.0,82.5,19
-72.0,87.5,19
-72.0,92.5,19
-72.0,97.5,19
-72.0,102.5,19
-72.0,107.5,19
-72.0,112.5,19
-72.0,117.5,19
-72.0,122.5,19
-72.0,127.5,19
-72.0,132.5,19
-72.0,137.5,19
-72.0,142.5,19
-72.0,147.5,19
-72.0,152.5,19
-72.0,157.5,19
-72.0,162.5,19
-72.0,167.5,19
-72.0,172.5,19.0
-70.0,-92.5,19
-70.0,-87.5,19
-70.0,-82.5,19
-70.0,-77.5,19
-70.0,-72.5,19.0
-70.0,-67.5,19.0
-70.0,-62.5,19.0
-70.0,-57.5,19
-70.0,-52.5,19
-70.0,-47.5,19
-70.0,-42.5,19
-70.0,-37.5,19
-70.0,-32.5,19
-70.0,-27.5,19
-70.0,-22.5,19
-70.0,-17.5,19
-70.0,-12.5,19
-70.0,-7.5,19.0
-70.0,-2.5,19.0
-70.0,2.5,19.0
-70.0,7.5,19.0
-70.0,12.5,19.0
-70.0,17.5,19.0
-70.0,22.5,19
-70.0,27.5,19.0
-70.0,32.5,19
-70.0,37.5,19.0
-70.0,72.5,19.0
-70.0,77.5,19.0
-70.0,82.5,19
-70.0,87.5,19
-70.0,92.5,19
-70.0,97.5,19
-70.0,102.5,19
-70.0,107.5,19
-70.0,112.5,19
-70.0,117.5,19
-70.0,122.5,19
-70.0,127.5,19
-70.0,132.5,19
-70.0,137.5,19
-70.0,142.5,19
-70.0,147.5,19
-70.0,152.5,19
-70.0,157.5,19.0
-70.0,162.5,19.0
-68.0,-92.5,19.0
-68.0,-82.5,19
-68.0,-77.5,19
-68.0,-72.5,19.0
-68.0,-67.5,19.0
-68.0,-62.5,19.0
-68.0,42.5,19.0
-68.0,47.5,19.0
-68.0,52.5,19
-68.0,57.5,19.0
-68.0,62.5,19.0
-68.0,67.5,19
-68.0,77.5,19.0
-68.0,82.5,19
-68.0,87.5,19
-68.0,92.5,19
-68.0,97.5,19
-68.0,102.5,19
-68.0,107.5,19
-68.0,112.5,19
-68.0,117.5,19
-68.0,122.5,19
-68.0,127.5,19
-68.0,132.5,19
-68.0,137.5,19
-68.0,142.5,19
-66.0,-72.5,19
-66.0,-67.5,19.0
-66.0,-62.5,19.0
-66.0,-57.5,19
-66.0,-52.5,19
-66.0,-47.5,19
-66.0,47.5,19.0
-66.0,52.5,19
-66.0,57.5,19.0
-66.0,92.5,19.0
-66.0,97.5,19.0
-66.0,102.5,19.0
-66.0,107.5,19.0
-66.0,112.5,19.0
-66.0,132.5,19.0
-66.0,142.5,19.0
-66.0,162.5,19.0
-64.0,-62.5,19.0
-64.0,-57.5,19.0
-62.0,-62.5,19.0
-62.0,-57.5,19.0
-62.0,-52.5,19.0
-60.0,-47.5,19.0
-60.0,-42.5,19.0
-60.0,-27.5,19.0
-58.0,-27.5,19.0
-56.0,-72.5,17.0
-56.0,-67.5,17.0
-56.0,-27.5,19.0
-54.0,-72.5,17.0
-54.0,-67.5,17.0
-54.0,-37.5,19.0
-54.0,2.5,19.0
-54.0,72.5,19.0
-52.0,-72.5,17.0
-52.0,72.5,19.0
-50.0,-72.5,17.0
-50.0,67.5,19.0
-48.0,-72.5,17.0
-46.0,-72.5,17.0
-46.0,37.5,19.0
-46.0,167.5,18.0
-44.0,-72.5,17.0
-44.0,167.5,18.0
-44.0,172.5,18.0
-42.0,-72.5,17.0
-42.0,172.5,18.0
-40.0,-72.5,17.0
-40.0,177.5,18.0
-38.0,-72.5,17.0
-36.0,-72.5,17.0
-34.0,-72.5,17.0
-34.0,-67.5,17.0
-32.0,-67.5,17.0
-30.0,-67.5,17.0
-28.0,-67.5,17.0
-26.0,-67.5,17.0
-24.0,-67.5,16.1
-22.0,-67.5,16.1
-18.0,-67.5,16.1
-16.0,-72.5,16.1
-16.0,-67.5,16.1
-14.0,-72.5,16.1
-14.0,-67.5,16.1
-12.0,-77.5,16.1
-12.0,-72.5,16.1
-10.0,-77.5,16.1
-8.0,-77.5,16.1
-4.0,37.5,16.2
-4.0,137.5,16.3
-2.0,-77.5,16.1
0.0,-77.5,16.1
0.0,37.5,16.2
2.0,-77.5,16.1
6.0,-72.5,16.1
8.0,-72.5,16.1
10.0,-72.5,16.1
20.0,-97.5,16.1
28.0,82.5,15.0
28.0,87.5,15.0
28.0,92.5,15.0
28.0,97.5,15.0
30.0,77.5,15.0
30.0,82.5,13.0
30.0,87.5,13.0
30.0,92.5,13.0
30.0,97.5,15.0
30.0,102.5,15.0
32.0,77.5,14.0
32.0,82.5,13.0
32.0,87.5,13.0
32.0,92.5,13.0
32.0,97.5,15.0
32.0,102.5,15.0
34.0,47.5,12.0
34.0,67.5,14.0
34.0,72.5,14.0
34.0,77.5,14.0
34.0,82.5,13.0
34.0,87.5,13.0
34.0,92.5,13.0
34.0,97.5,13.0
34.0,102.5,13.0
36.0,52.5,12.0
36.0,67.5,14.0
36.0,72.5,14.0
36.0,77.5,13.0
36.0,82.5,13.0
36.0,87.5,13.0
36.0,92.5,13.0
36.0,97.5,13.0
38.0,-117.5,2.0
38.0,-112.5,2.0
38.0,42.5,12.0
38.0,47.5,12.0
38.0,67.5,13.0
38.0,72.5,13.0
38.0,77.5,13.0
38.0,87.5,13.0
38.0,92.5,13.0
38.0,97.5,13.0
38.0,102.5,13.0
40.0,-107.5,2.0
40.0,37.5,12.0
40.0,42.5,12.0
40.0,47.5,12.0
40.0,67.5,13.0
40.0,72.5,13.0
40.0,77.5,13.0
40.0,92.5,13.0
40.0,97.5,13.0
42.0,-122.5,2.0
42.0,-107.5,2.0
42.0,2.5,11.0
42.0,12.5,11.0
42.0,42.5,12.0
42.0,47.5,12.0
42.0,72.5,13.0
42.0,77.5,13.0
42.0,82.5,13.0
42.0,87.5,13.0
42.0,92.5,13.0
44.0,-122.5,2.0
44.0,-112.5,2.0
44.0,7.5,11.0
44.0,17.5,11.0
44.0,42.5,12.0
44.0,77.5,13.0
